No.	FileHandle	SoluteName	Formula	Subset	Charge	Level1	Level2	Level3	Solvent	DeltaGsolv	type	eps	n	alpha	beta	gamma	phi**2	psi**2	beta**2	H	C	HC	CC	CC2	N	HN	HN2	CN	NC	NC2	NC3	O	HO	HO2	OC	CO2	ON	OO	F	Cl	Br	I	FC	ClC	BrC	IC	Si	OSi	P	HP	OP	S	HS	OS	SP	SS	TotalArea
1250	test4005	3-iodopropene	H5C3I1	[g]	0	15	0	0	hexadecane	-4.1	abs	2.0402	1.4345	0	0	38.93	0	0	0	60.724	30.995	41.057	26.418	0.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.6	0	0	0	35.672	0	0	0	0	0	0	0	0	0	0	145.319
1251	test4006	1-iodopropane	H7C3I1	[g]	0	15	0	0	hexadecane	-4.27	abs	2.0402	1.4345	0	0	38.93	0	0	0	84.317	16.488	56.847	12.331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.033	0	0	0	35.573	0	0	0	0	0	0	0	0	0	0	153.838
1252	test4007	1-iodobutane	H9C4I1	[g]	0	15	0	0	hexadecane	-4.95	abs	2.0402	1.4345	0	0	38.93	0	0	0	105.975	19.114	71.405	15.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.081	0	0	0	35.625	0	0	0	0	0	0	0	0	0	0	178.17
1253	test4008	1-iodopentane	H11C5I1	[g]	0	15	0	0	hexadecane	-5.63	abs	2.0402	1.4345	0	0	38.93	0	0	0	125.15	21.52	84.303	18.822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.07	0	0	0	35.587	0	0	0	0	0	0	0	0	0	0	199.74
1254	0005npe	n-pentane	H12C5	[g]	0	2	1	1	hexadecyliodide	-2.59	abs	3.5338	1.4806	0	0.15	46.48	0	0	0.0225	142.678	28.033	96.048	23.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.711
1255	0006nhe	n-hexane	H14C6	[g]	0	2	1	1	hexadecyliodide	-3.26	abs	3.5338	1.4806	0	0.15	46.48	0	0	0.0225	164.387	30.708	110.642	26.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.095
1256	0007nhe	n-heptane	H16C7	[g]	0	2	1	1	hexadecyliodide	-3.9	abs	3.5338	1.4806	0	0.15	46.48	0	0	0.0225	186.066	33.38	125.206	29.873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.446
1257	0018cyc	cyclohexane	H12C6	[g]	0	2	1	3	hexadecyliodide	-3.66	abs	3.5338	1.4806	0	0.15	46.48	0	0	0.0225	143.245	23.821	96.383	29.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.066
1258	0019met	methylcyclohexane	H14C7	[g]	0	2	1	3	hexadecyliodide	-4.07	abs	3.5338	1.4806	0	0.15	46.48	0	0	0.0225	161.589	26.737	108.713	28.353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.326
1259	0035ben	benzene	H6C6	[g]	0	2	1	6	hexadecyliodide	-3.71	abs	3.5338	1.4806	0	0.15	46.48	0	0	0.0225	77.548	65.297	52.481	87.613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.845
1260	0036tol	toluene	H8C7	[g]	0	2	1	6	hexadecyliodide	-4.41	abs	3.5338	1.4806	0	0.15	46.48	0	0	0.0225	98.561	67.889	66.586	87.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.45
1261	0161dic	dichloromethane	H2C1CL2	[g]	0	6	1	0	hexadecyliodide	-2.76	abs	3.5338	1.4806	0	0.15	46.48	0	0	0.0225	24.889	6.077	16.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.987	0	0	0	49.797	0	0	0	0	0	0	0	0	0	0	0	0	110.953
1262	0162tri	chloroform	H1C1CL3	[g]	0	6	1	0	hexadecyliodide	-3.36	abs	3.5338	1.4806	0	0.15	46.48	0	0	0.0225	12.133	2.165	8.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.899	0	0	0	71.801	0	0	0	0	0	0	0	0	0	0	0	0	129.197
1263	0006nhe	n-hexane	H14C6	[g]	0	2	1	1	hexane	-4	abs	1.8819	1.3749	0	0	25.7495	0	0	0	164.387	30.708	110.642	26.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.095
1264	0008noc	n-octane	H18C8	[g]	0	2	1	1	hexane	-5.46	abs	1.8819	1.3749	0	0	25.7495	0	0	0	207.769	36.077	139.807	33.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.846
1265	0035ben	benzene	H6C6	[g]	0	2	1	6	hexane	-3.96	abs	1.8819	1.3749	0	0	25.7495	0	0	0	77.548	65.297	52.481	87.613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.845
1266	0036tol	toluene	H8C7	[g]	0	2	1	6	hexane	-4.84	abs	1.8819	1.3749	0	0	25.7495	0	0	0	98.561	67.889	66.586	87.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.45
1267	0037eth	ethylbenzene	H10C8	[g]	0	2	1	6	hexane	-4.99	abs	1.8819	1.3749	0	0	25.7495	0	0	0	121.589	68.862	82.09	87.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.451
1268	0038oxy	o-xylene	H10C8	[g]	0	2	1	6	hexane	-5.22	abs	1.8819	1.3749	0	0	25.7495	0	0	0	114.595	70.264	77.341	88.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.859
1269	0039mxy	m-xylene	H10C8	[g]	0	2	1	6	hexane	-4.99	abs	1.8819	1.3749	0	0	25.7495	0	0	0	119.554	70.474	80.676	88.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.028
1270	0040pxy	p-xylene	H10C8	[g]	0	2	1	6	hexane	-5.01	abs	1.8819	1.3749	0	0	25.7495	0	0	0	119.822	70.392	80.854	87.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.215
1271	0044met	methanol	H4C1O1	[g]	0	2	2	1	hexane	-1.49	abs	1.8819	1.3749	0	0	25.7495	0	0	0	52.775	11.719	26.292	0	0	0	0	0	0	0	0	0	19.815	9.816	0	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.309
1272	0045eth	ethanol	H6C2O1	[g]	0	2	2	1	hexane	-2.73	abs	1.8819	1.3749	0	0	25.7495	0	0	0	77.419	14.671	42.861	9.102	0	0	0	0	0	0	0	0	18.095	9.835	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.185
1273	0047pro	1-propanol	H8C3O1	[g]	0	2	2	1	hexane	-2.81	abs	1.8819	1.3749	0	0	25.7495	0	0	0	99.3	17.234	57.569	12.949	0	0	0	0	0	0	0	0	18.022	9.837	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.556
1274	0049but	1-butanol	H10C4O1	[g]	0	2	2	1	hexane	-3.77	abs	1.8819	1.3749	0	0	25.7495	0	0	0	121.113	19.833	72.23	16.122	0	0	0	0	0	0	0	0	18.032	9.834	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.978
1275	0052pen	1-pentanol	H12C5O1	[g]	0	2	2	1	hexane	-4.38	abs	1.8819	1.3749	0	0	25.7495	0	0	0	141.224	22.687	86.487	19.584	0	0	0	0	0	0	0	0	19.012	9.06	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.924
1276	0053phe	phenol	H6C6O1	[g]	0	2	2	2	hexane	-5.49	abs	1.8819	1.3749	0	0	25.7495	0	0	0	74.866	60.488	42.537	81.184	0	0	0	0	0	0	0	0	18.392	8.575	0	4.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.746
1277	0054hex	1-hexanol	H14C6O1	[g]	0	2	2	1	hexane	-5.14	abs	1.8819	1.3749	0	0	25.7495	0	0	0	162.885	25.384	101.054	22.886	0	0	0	0	0	0	0	0	19.013	9.054	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.282
1278	0055ocr	o-cresol	H8C7O1	[g]	0	2	2	2	hexane	-6.25	abs	1.8819	1.3749	0	0	25.7495	0	0	0	96.156	63.514	56.868	82.409	0	0	0	0	0	0	0	0	15.657	8.542	0	3.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.327
1279	0057pcr	p-cresol	H8C7O1	[g]	0	2	2	2	hexane	-5.86	abs	1.8819	1.3749	0	0	25.7495	0	0	0	96.461	62.796	57.007	81.107	0	0	0	0	0	0	0	0	18.429	8.595	0	4.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.686
1280	0058hep	1-heptanol	H16C7O1	[g]	0	2	2	1	hexane	-5.75	abs	1.8819	1.3749	0	0	25.7495	0	0	0	184.583	28.065	115.633	26.186	0	0	0	0	0	0	0	0	19.012	9.061	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.66
1281	0062dio	"1,4-dioxane"	H8C4O2	[g]	0	2	3	0	hexane	-4.08	abs	1.8819	1.3749	0	0	25.7495	0	0	0	97.289	20.715	65.452	12.801	0	0	0	0	0	0	0	0	28.312	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.316
1282	0074ben	benzaldehyde	H6C7O1	[g]	0	2	4	1	hexane	-5.53	abs	1.8819	1.3749	0	0	25.7495	0	0	0	72.554	71.432	48.992	90.541	0	0	0	0	0	0	0	0	24.091	0	0	15.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.078
1283	0075pro	acetone	H6C3O1	[g]	0	2	4	2	hexane	-2.6	abs	1.8819	1.3749	0	0	25.7495	0	0	0	73.178	26.503	49.331	20.806	0	0	0	0	0	0	0	0	24.984	0	0	16.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.665
1284	0076but	2-butanone	H8C4O1	[g]	0	2	4	2	hexane	-3.48	abs	1.8819	1.3749	0	0	25.7495	0	0	0	96.603	29.05	65.096	24.549	0	0	0	0	0	0	0	0	22.451	0	0	14.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.104
1285	0080hex	2-hexanone	H12C6O1	[g]	0	2	4	2	hexane	-4.68	abs	1.8819	1.3749	0	0	25.7495	0	0	0	140.285	34.231	94.453	30.67	0	0	0	0	0	0	0	0	22.418	0	0	14.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.934
1286	0081dim	"3,3-dimethylbutanone"	H12C6O1	[g]	0	2	4	2	hexane	-4.34	abs	1.8819	1.3749	0	0	25.7495	0	0	0	128.508	32.389	86.601	22.495	0	0	0	0	0	0	0	0	21.996	0	0	14.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.894
1287	0082hep	2-heptanone	H14C7O1	[g]	0	2	4	2	hexane	-5.36	abs	1.8819	1.3749	0	0	25.7495	0	0	0	162.007	36.9	109.054	33.96	0	0	0	0	0	0	0	0	22.416	0	0	14.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.323
1288	0084met	acetophenone	H8C8O1	[g]	0	2	4	2	hexane	-6.05	abs	1.8819	1.3749	0	0	25.7495	0	0	0	92.659	73.893	62.626	95.692	0	0	0	0	0	0	0	0	22.358	0	0	14.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.909
1289	0086eth	aceticacid	H4C2O2	[g]	0	2	5	0	hexane	-2.83	abs	1.8819	1.3749	0	0	25.7495	0	0	0	50.326	18.311	25.273	11.467	0	0	0	0	0	0	0	0	43.233	9.17	0	21.68	8.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.87
1290	0087pro	propanoicacid	H6C3O2	[g]	0	2	5	0	hexane	-2.98	abs	1.8819	1.3749	0	0	25.7495	0	0	0	74.142	20.699	41.287	15.316	0	0	0	0	0	0	0	0	40.789	9.179	0	20.114	7.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.63
1291	0093met	methylacetate	H6C3O2	[g]	0	2	6	0	hexane	-3.12	abs	1.8819	1.3749	0	0	25.7495	0	0	0	73.933	27.914	49.895	10.989	0	0	0	0	0	0	0	0	34.918	0	0	18.545	7.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.765
1292	0094met	methylpropanoate	H8C4O2	[g]	0	2	6	0	hexane	-3.65	abs	1.8819	1.3749	0	0	25.7495	0	0	0	97.741	30.312	65.908	14.853	0	0	0	0	0	0	0	0	32.44	0	0	16.99	7.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.493
1293	0095eth	ethylacetate	H8C4O2	[g]	0	2	6	0	hexane	-3.62	abs	1.8819	1.3749	0	0	25.7495	0	0	0	98.436	31.008	66.383	19.33	0	0	0	0	0	0	0	0	33.161	0	0	17.991	7.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.605
1294	0097pro	propylacetate	H10C5O2	[g]	0	2	6	0	hexane	-4.1	abs	1.8819	1.3749	0	0	25.7495	0	0	0	120.565	33.366	81.258	23.078	0	0	0	0	0	0	0	0	33.124	0	0	17.99	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.055
1295	0098met	methylpentanoate	H12C6O2	[g]	0	2	6	0	hexane	-4.94	abs	1.8819	1.3749	0	0	25.7495	0	0	0	141.485	35.435	95.312	20.929	0	0	0	0	0	0	0	0	32.404	0	0	16.935	7.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.323
1296	0099but	butylacetate	H12C6O2	[g]	0	2	6	0	hexane	-4.86	abs	1.8819	1.3749	0	0	25.7495	0	0	0	142.384	35.988	95.928	26.258	0	0	0	0	0	0	0	0	33.112	0	0	17.986	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.484
1297	0100met	methylhexanoate	H14C7O2	[g]	0	2	6	0	hexane	-5.64	abs	1.8819	1.3749	0	0	25.7495	0	0	0	163.165	38.119	109.887	24.226	0	0	0	0	0	0	0	0	32.401	0	0	16.932	7.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.686
1298	0101pen	pentylacetate	H14C7O2	[g]	0	2	6	0	hexane	-5.52	abs	1.8819	1.3749	0	0	25.7495	0	0	0	164.048	38.675	110.491	29.56	0	0	0	0	0	0	0	0	33.112	0	0	17.988	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.834
1299	0103eth	ethylamine	H7C2N1	[g]	0	3	1	0	hexane	-2.09	abs	1.8819	1.3749	0	0	25.7495	0	0	0	89.43	14.194	42.357	8.715	0	11.88	18.548	0	2.003	38.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.505
1300	0106pro	propylamine	H9C3N1	[g]	0	3	1	0	hexane	-3.13	abs	1.8819	1.3749	0	0	25.7495	0	0	0	111.065	16.847	56.953	12.735	0	11.893	18.496	0	1.615	38.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.805
1301	0110but	butylamine	H11C4N1	[g]	0	3	1	0	hexane	-3.62	abs	1.8819	1.3749	0	0	25.7495	0	0	0	132.847	19.503	71.584	15.978	0	11.893	18.504	0	1.624	38.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.243
1302	0116pyr	pyridine	H5C5N1	[g]	0	3	3	1	hexane	-3.81	abs	1.8819	1.3749	0	0	25.7495	0	0	0	64.653	57.425	43.744	60.8	0	14.301	0	0	11.58	47.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.379
1303	0118ani	aniline	H7C6N1	[g]	0	3	2	0	hexane	-5.43	abs	1.8819	1.3749	0	0	25.7495	0	0	0	88.183	59.941	42.242	80.39	0	10.955	18.043	0	2.956	13.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.079
1304	0130nit	nitroethane	H5C2N1O2	[g]	0	4	2	0	hexane	-3.19	abs	1.8819	1.3749	0	0	25.7495	0	0	0	61.013	13.574	41.161	8.445	0	4.144	0	0	1.893	13.064	0	0	50.979	0	0	0	0	30.709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.71
1305	0133nit	1-nitrobutane	H9C4N1O2	[g]	0	4	2	0	hexane	-4.64	abs	1.8819	1.3749	0	0	25.7495	0	0	0	104.932	18.521	70.692	14.995	0	4.145	0	0	1.408	13.052	0	0	50.937	0	0	0	0	30.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.534
1306	0134nit	nitrobenzene	H5C6N1O2	[g]	0	4	2	0	hexane	-6.09	abs	1.8819	1.3749	0	0	25.7495	0	0	0	59.174	59.766	40.072	80.285	0	4.186	0	0	2.693	5.029	0	0	48.728	0	0	0	0	29.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.855
1307	0151phy	p-hydroxybenzaldehyde	H6C7O2	[g]	0	2	9	0	hexane	-9.18	abs	1.8819	1.3749	0	0	25.7495	0	0	0	70.02	66.531	39.114	84.045	0	0	0	0	0	0	0	0	42.406	8.601	0	20.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.958
1308	0157flu	fluorobenzene	H5C6F1	[g]	0	5	2	0	hexane	-4.15	abs	1.8819	1.3749	0	0	25.7495	0	0	0	63.896	61.31	43.258	82.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.306	0	0	0	16.704	0	0	0	0	0	0	0	0	0	0	0	0	0	149.511
1309	0162tri	chloroform	H1C1CL3	[g]	0	6	1	0	hexane	-3.17	abs	1.8819	1.3749	0	0	25.7495	0	0	0	12.133	2.165	8.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.899	0	0	0	71.801	0	0	0	0	0	0	0	0	0	0	0	0	129.197
1310	0174chl	chlorobenzene	H5C6CL1	[g]	0	6	3	0	hexane	-5.14	abs	1.8819	1.3749	0	0	25.7495	0	0	0	62.984	59.436	42.641	79.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.791	0	0	0	24.67	0	0	0	0	0	0	0	0	0	0	0	0	161.211
1311	0176pdi	"1,4-dichlorobenzene"	H4C6CL2	[g]	0	6	3	0	hexane	-5.69	abs	1.8819	1.3749	0	0	25.7495	0	0	0	48.537	53.463	32.87	71.831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.616	0	0	0	49.467	0	0	0	0	0	0	0	0	0	0	0	0	179.616
1312	0179tri	bromoform	H1C1BR3	[g]	0	7	1	0	hexane	-4.38	abs	1.8819	1.3749	0	0	25.7495	0	0	0	11.82	1.803	8.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.238	0	0	0	84.083	0	0	0	0	0	0	0	0	0	0	0	144.86
1313	0186bro	bromobenzene	H5C6BR1	[g]	0	7	3	0	hexane	-5.66	abs	1.8819	1.3749	0	0	25.7495	0	0	0	62.724	59.089	42.466	79.334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.564	0	0	0	29.108	0	0	0	0	0	0	0	0	0	0	0	166.377
1314	0215pbr	p-bromophenol	H5C6O1BR1	[g]	0	9	1	0	hexane	-6.96	abs	1.8819	1.3749	0	0	25.7495	0	0	0	60.239	54.176	32.606	72.755	0	0	0	0	0	0	0	0	18.359	8.617	0	4.5	0	0	0	0	0	44.638	0	0	0	29.165	0	0	0	0	0	0	0	0	0	0	0	177.412
1315	0220tri	trimethylphosphate	H9C3O4P1	[g]	0	11	1	0	hexane	-5.82	abs	1.8819	1.3749	0	0	25.7495	0	0	0	106.348	32.312	71.742	0	0	0	0	0	0	0	0	0	54.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.634	0	38.683	0	0	0	0	0	195.858
1316	0221tri	triethylphosphate	H15C6O4P1	[g]	0	11	1	0	hexane	-6.78	abs	1.8819	1.3749	0	0	25.7495	0	0	0	179.39	41.555	120.898	25.825	0	0	0	0	0	0	0	0	49.428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.609	0	35.105	0	0	0	0	0	272.981
1317	0222tri	tripropylphosphate	H21C9O4P1	[g]	0	11	1	0	hexane	-7.24	abs	1.8819	1.3749	0	0	25.7495	0	0	0	245.965	48.767	165.666	37.164	0	0	0	0	0	0	0	0	49.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.659	0	34.939	0	0	0	0	0	346.577
1318	0425dbr	"3,5-dibromo-4-hydroxybenzonitrile"	H3C7N1O1BR2	[g]	0	9	3	0	hexane	-9.67	abs	1.8819	1.3749	0	0	25.7495	0	0	0	31.281	60.569	15.366	72.875	0	27.673	0	0	9.488	6.199	0	17.568	15.916	6.123	0	5.525	0	0	0	0	0	84.407	0	0	0	55.444	0	0	0	0	0	0	0	0	0	0	0	219.846
1319	0506nit	nitromethane	H3C1N1O2	[g]	0	4	2	0	hexane	-2.9	abs	1.8819	1.3749	0	0	25.7495	0	0	0	36.939	11.231	24.965	0	0	4.146	0	0	4.454	14.279	0	0	53.926	0	0	0	0	32.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.242
1320	n008	benzamide	H7C7N1O1	[g]	0	4	1	1	hexane	-7.77	abs	1.8819	1.3749	0	0	25.7495	0	0	0	83.708	65.935	40.019	86.14	0	9.751	17.232	0	3.729	12.851	4.792	0	22.99	0	0	14.563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.384
1321	n011	4-methylaniline	H9C7N1	[g]	0	3	2	0	hexane	-6.18	abs	1.8819	1.3749	0	0	25.7495	0	0	0	109.535	62.375	56.555	80.397	0	11.032	18.05	0	2.943	13.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.942
1322	0035ben	benzene	H6C6	[g]	0	2	1	6	hexanol	-3.68	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	77.548	65.297	52.481	87.613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.845
1323	0036tol	toluene	H8C7	[g]	0	2	1	6	hexanol	-4.27	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	98.561	67.889	66.586	87.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.45
1324	0037eth	ethylbenzene	H10C8	[g]	0	2	1	6	hexanol	-4.54	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	121.589	68.862	82.09	87.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.451
1325	0053phe	phenol	H6C6O1	[g]	0	2	2	2	hexanol	-8.76	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	74.866	60.488	42.537	81.184	0	0	0	0	0	0	0	0	18.392	8.575	0	4.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.746
1326	0054hex	1-hexanol	H14C6O1	[g]	0	2	2	1	hexanol	-7.05	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	162.885	25.384	101.054	22.886	0	0	0	0	0	0	0	0	19.013	9.054	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.282
1327	0055ocr	o-cresol	H8C7O1	[g]	0	2	2	2	hexanol	-8.76	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	96.156	63.514	56.868	82.409	0	0	0	0	0	0	0	0	15.657	8.542	0	3.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.327
1328	0056mcr	m-cresol	H8C7O1	[g]	0	2	2	2	hexanol	-8.42	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	96.138	62.885	56.85	81.215	0	0	0	0	0	0	0	0	18.419	8.543	0	4.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.442
1329	0057pcr	p-cresol	H8C7O1	[g]	0	2	2	2	hexanol	-9.21	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	96.461	62.796	57.007	81.107	0	0	0	0	0	0	0	0	18.429	8.595	0	4.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.686
1330	0069met	formaldehyde	H2C1O1	[g]	0	2	4	1	hexanol	-3.42	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	26.402	20.853	17.668	0	0	0	0	0	0	0	0	0	26.717	0	0	17.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.972
1331	0086eth	aceticacid	H4C2O2	[g]	0	2	5	0	hexanol	-6.51	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	50.326	18.311	25.273	11.467	0	0	0	0	0	0	0	0	43.233	9.17	0	21.68	8.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.87
1332	0103eth	ethylamine	H7C2N1	[g]	0	3	1	0	hexanol	-4.2	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	89.43	14.194	42.357	8.715	0	11.88	18.548	0	2.003	38.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.505
1333	0106pro	propylamine	H9C3N1	[g]	0	3	1	0	hexanol	-4.83	abs	12.5102	1.4178	0.37	0.48	37.15	0	0	0.2304	111.065	16.847	56.953	12.735	0	11.893	18.496	0	1.615	38.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.805
